300	1.12924820375022
300.01	1.13148393914781
300.02	1.13372660575134
300.03	1.13597623584294
300.04	1.13823286190553
300.05	1.14049651662435
300.06	1.1427672328886
300.07	1.14504504379298
300.08	1.14732998263933
300.09	1.14962208293823
300.1	1.15192137841065
300.11	1.15422790298959
300.12	1.15654169082176
300.13	1.15886277626929
300.14	1.16119119391139
300.15	1.16352697854609
300.16	1.16587016519196
300.17	1.16822078908985
300.18	1.17057888570471
300.19	1.17294449072731
300.2	1.17531764007609
300.21	1.17769836989894
300.22	1.18008671657508
300.23	1.1814773982297
300.24	1.18238137610949
300.25	1.18328596481561
300.26	1.18419116496737
300.27	1.18509697718493
300.28	1.18600340208928
300.29	1.18691044030228
300.3	1.18781809244659
300.31	1.18872635914573
300.32	1.18963524102408
300.33	1.19054473870685
300.34	1.19145485282009
300.35	1.19236558399073
300.36	1.19327693284651
300.37	1.19418890001605
300.38	1.19510148612882
300.39	1.19601469181514
300.4	1.19692851770618
300.41	1.19784296443398
300.42	1.19875803263142
300.43	1.19967372293227
300.44	1.20059003597113
300.45	1.20143620117809
300.46	1.20214955334808
300.47	1.20286314869223
300.48	1.20357698733491
300.49	1.20429106940057
300.5	1.20500539501373
300.51	1.20571996429903
300.52	1.20643477738116
300.53	1.20714983438492
300.54	1.20786513543518
300.55	1.2085806806569
300.56	1.20929647017512
300.57	1.21001250411497
300.58	1.21072878260167
300.59	1.21144530576052
300.6	1.21216207371692
300.61	1.21287908659632
300.62	1.21359634452429
300.63	1.21431384762648
300.64	1.21503159602861
300.65	1.2157495898565
300.66	1.21646782923605
300.67	1.2172037476612
300.68	1.21879546186679
300.69	1.22039000531565
300.7	1.22198738555787
300.71	1.22358761017047
300.72	1.22519068675743
300.73	1.22679662294988
300.74	1.2284054264062
300.75	1.23001710481213
300.76	1.23163166588092
300.77	1.23324911735344
300.78	1.23486946699826
300.79	1.23649272261188
300.8	1.23811889201873
300.81	1.23974798307137
300.82	1.24138000365064
300.83	1.24301496166569
300.84	1.24465286505422
300.85	1.24629372178253
300.86	1.24793753984567
300.87	1.24958432726757
300.88	1.2512340921012
300.89	1.25288684242865
300.9	1.2526241560214
300.91	1.25151451112952
300.92	1.25040774904428
300.93	1.24930385854614
300.94	1.24820282847372
300.95	1.24710464772342
300.96	1.24600930524901
300.97	1.2449167900613
300.98	1.24382709122775
300.99	1.24274019787213
301	1.24165609917412
301.01	1.24057478436899
301.02	1.23949624274719
301.03	1.23842046365408
301.04	1.2373474364895
301.05	1.23627715070745
301.06	1.23520959581578
301.07	1.23414476137578
301.08	1.23308263700188
301.09	1.23202321236133
301.1	1.2309664771738
301.11	1.22991242121113
301.12	1.22870699564888
301.13	1.22723995352527
301.14	1.2257776127724
301.15	1.22431995082698
301.16	1.22286694526988
301.17	1.22141857382497
301.18	1.219974814358
301.19	1.21853564487544
301.2	1.21710104352337
301.21	1.21567098858641
301.22	1.21424545848659
301.23	1.21282443178229
301.24	1.21140788716711
301.25	1.20999580346889
301.26	1.20858815964857
301.27	1.2071849347992
301.28	1.2057861081449
301.29	1.2043916590398
301.3	1.20300156696709
301.31	1.20161581153792
301.32	1.20023437249049
301.33	1.19885722968902
301.34	1.19760497065109
301.35	1.19904015209489
301.36	1.20047760337192
301.37	1.2019173298713
301.38	1.2033593369992
301.39	1.20480363017893
301.4	1.206250214851
301.41	1.20769909647323
301.42	1.20915028052073
301.43	1.21060377248608
301.44	1.21205957787932
301.45	1.21351770222804
301.46	1.21497815107746
301.47	1.21644092999052
301.48	1.21790604454785
301.49	1.21937350034801
301.5	1.22084330300739
301.51	1.22231545816041
301.52	1.22378997145952
301.53	1.22526684857528
301.54	1.22674609519649
301.55	1.22822771703016
301.56	1.22971171980167
301.57	1.22994063119119
301.58	1.22967139365245
301.59	1.22940249124372
301.6	1.22913392333968
301.61	1.22886568931653
301.62	1.22859778855206
301.63	1.22833022042557
301.64	1.22806298431793
301.65	1.22779607961152
301.66	1.22752950569026
301.67	1.22726326193962
301.68	1.22699734774655
301.69	1.22673176249955
301.7	1.22646650558861
301.71	1.22620157640524
301.72	1.22593697434244
301.73	1.22567269879473
301.74	1.22540874915811
301.75	1.22514512483006
301.76	1.22488182520956
301.77	1.22461884969706
301.78	1.22435619769449
301.79	1.22386140758097
301.8	1.22300443567701
301.81	1.22214934759215
301.82	1.22129613712163
301.83	1.22044479808788
301.84	1.21959532434042
301.85	1.21874770975568
301.86	1.21790194823689
301.87	1.21705803371388
301.88	1.21621596014298
301.89	1.21537572150684
301.9	1.21453731181432
301.91	1.21370072510034
301.92	1.21286595542573
301.93	1.21203299687707
301.94	1.2112018435666
301.95	1.21037248963203
301.96	1.20954492923644
301.97	1.20871915656813
301.98	1.20789516584046
301.99	1.20707295129178
302	1.2062525071852
302.01	1.20561762595855
302.02	1.20772020756684
302.03	1.20982845867066
302.04	1.21194240223222
302.05	1.21406206133784
302.06	1.21618745919888
302.07	1.21831861915257
302.08	1.22045556466282
302.09	1.22259831932113
302.1	1.22474690684743
302.11	1.22690135109095
302.12	1.22906167603114
302.13	1.23122790577852
302.14	1.2334000645756
302.15	1.23557817679778
302.16	1.23776226695426
302.17	1.23995235968894
302.18	1.24214847978138
302.19	1.24435065214771
302.2	1.24655890184161
302.21	1.2487732540552
302.22	1.25099373412006
302.23	1.25322036750811
302.24	1.2570395224282
302.25	1.26145224823204
302.26	1.26589255773153
302.27	1.27036071037371
302.28	1.27485696886962
302.29	1.27938159924576
302.3	1.28393487089652
302.31	1.28851705663775
302.32	1.29312843276119
302.33	1.29776927909
